,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
19,2012,203133,Robbie,Hummel,Robbie Hummel,SF,79.25,218,80.5,102.0,8' 6'',27.5,30.0,11.56,3.41,13.0
20,2012,203108,Bernard,James,Bernard James,PF,80.75,229.8,87.0,108.5,9' 0.5'',30.0,32.5,11.84,3.4,6.0
21,2012,203098,John,Jenkins,John Jenkins,SG,75.25,212,80.5,98.0,8' 2'',30.5,36.5,11.36,3.37,10.0
22,2012,203111,Orlando,Johnson,Orlando Johnson,SG,75.75,223.8,83.25,99.0,8' 3'',32.0,39.5,10.98,3.25,13.0
23,2012,203130,Darius,Johnson-Odom,Darius Johnson-Odom,SG,73.5,212,79.0,96.0,8' 0'',33.5,41.5,10.76,3.21,17.0
24,2012,203093,Terrence,Jones,Terrence Jones,PF-SF,80.25,252,86.25,107.0,8' 11'',29.5,34.5,11.57,3.4,12.0
25,2012,203158,Kevin,Jones,Kevin Jones,PF,78.25,251.2,85.5,105.0,8' 9'',27.5,32.5,11.94,3.6,17.0
26,2012,203103,Perry,Jones,Perry Jones,PF-SF,82.25,233.8,85.75,107.0,8' 11'',33.0,38.5,11.31,3.19,11.0
28,2012,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,77.75,232.8,84.0,104.5,8' 8.5'',32.0,35.5,11.77,3.18,6.0
29,2012,203117,Doron,Lamb,Doron Lamb,SG-PG,75.25,199.4,78.75,98.5,8' 2.5'',29.0,33.5,11.12,3.41,2.0
30,2012,203087,Jeremy,Lamb,Jeremy Lamb,SG,76.0,179.2,83.0,102.0,8' 6'',31.5,38.0,10.98,3.25,5.0
31,2012,203086,Meyers,Leonard,Meyers Leonard,C,83.75,249.8,87.0,108.0,9' 0'',30.0,32.5,11.34,3.41,19.0
32,2012,203081,Damian,Lillard,Damian Lillard,PG,73.75,188.8,79.75,95.5,7' 11.5'',34.5,39.5,11.15,3.34,13.0
33,2012,203159,Scott,Machado,Scott Machado,PG,73.0,205.8,76.0,94.5,7' 10.5'',27.0,32.5,11.26,3.3,17.0
35,2012,203097,Fab,Melo,Fab Melo,C,82.75,255,86.5,110.0,9' 2'',29.5,31.0,12.14,3.44,9.0
36,2012,203114,Khris,Middleton,Khris Middleton,SF,78.75,216.2,82.75,103.0,8' 7'',28.0,31.0,11.45,3.47,4.0
37,2012,203121,Darius,Miller,Darius Miller,SF-SG,78.0,233.4,81.0,101.0,8' 5'',33.0,37.0,11.34,3.31,14.0
38,2012,203113,Quincy,Miller,Quincy Miller,SF,80.75,218.7,85.25,105.0,8' 9'',30.5,36.0,11.05,3.48,8.0
39,2012,203183,Tony,Mitchell,Tony Mitchell,SG,77.25,216.4,82.0,100.0,8' 4'',31.5,40.0,11.72,3.47,14.0
40,2012,203102,Arnett,Moultrie,Arnett Moultrie,PF,81.5,232.8,86.25,106.5,8' 10.5'',33.5,37.5,11.32,3.22,10.0
41,2012,203122,Kevin,Murphy,Kevin Murphy,SG,77.0,194,78.75,99.0,8' 3'',31.0,36.5,10.97,3.42,11.0
42,2012,203094,Andrew,Nicholson,Andrew Nicholson,PF,80.5,234,88.0,107.0,8' 11'',28.5,30.5,11.89,3.67,10.0
44,2012,203101,Miles,Plumlee,Miles Plumlee,PF-C,82.5,252.4,84.75,105.5,8' 9.5'',34.0,40.5,10.64,3.36,15.0
45,2012,203085,Austin,Rivers,Austin Rivers,SG-PG,75.5,202.8,79.25,96.5,8' 0.5'',32.5,37.5,11.54,3.32,1.0
46,2012,203080,Thomas,Robinson,Thomas Robinson,PF,79.75,244.2,87.25,106.0,8' 10'',28.5,35.5,11.96,3.17,15.0
47,2012,203082,Terrence,Ross,Terrence Ross,SG-SF,78.0,196.6,79.25,100.5,8' 4.5'',31.0,37.5,11.78,3.28,2.0
49,2012,203118,Mike,Scott,Mike Scott,PF,79.25,240.8,82.75,104.0,8' 8'',27.0,32.5,11.59,3.44,14.0
50,2012,203156,Henry,Sims,Henry Sims,C-PF,82.0,241.2,88.0,108.0,9' 0'',26.5,29.5,12.33,3.44,7.0
51,2012,203096,Jared,Sullinger,Jared Sullinger,PF,79.75,268.2,85.25,105.5,8' 9.5'',29.5,31.0,12.77,3.81,9.0
52,2012,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,177,78.25,97.5,8' 1.5'',32.0,36.5,11.48,3.2,0.0
53,2012,12507,Jordan,Taylor,Jordan Taylor,PG,73.0,192.8,75.0,92.5,7' 8.5'',33.0,36.5,10.57,3.19,14.0
54,2012,203106,Jeff,Taylor,Jeff Taylor,SF-SG,78.0,212.8,78.25,101.5,8' 5.5'',33.5,40.0,10.87,3.29,15.0
55,2012,203104,Marquis,Teague,Marquis Teague,PG,73.0,179.8,79.25,96.5,8' 0.5'',32.5,40.5,10.65,3.19,8.0
56,2012,203138,Hollis,Thompson,Hollis Thompson,SF,78.75,206,81.5,102.5,8' 6.5'',28.5,36.5,11.72,3.38,6.0
59,2012,203100,Tony,Wroten,Tony Wroten,PG,76.75,203.2,81.0,101.0,8' 5'',30.0,35.5,10.75,3.24,0.0
60,2012,203092,Tyler,Zeller,Tyler Zeller,PF-C,83.25,247.4,84.0,104.5,8' 8.5'',30.0,34.0,11.13,3.4,16.0
0,2013,203500,Steven,Adams,Steven Adams,C,82.75,254.5,88.5,109.5,9' 1.5'',28.5,33.0,11.85,3.4,16.0
1,2013,203505,Vander,Blue,Vander Blue,SG,75.5,197.4,78.0,100.5,8' 4.5'',28.0,37.5,10.4,3.14,4.0
2,2013,203485,Lorenzo,Brown,Lorenzo Brown,PG,76.0,189.2,79.0,100.0,8' 4'',28.0,34.0,11.78,3.4,8.0
3,2013,203493,Reggie,Bullock,Reggie Bullock,SG-SF,77.75,199.8,80.75,102.0,8' 6'',31.0,36.5,11.33,3.31,11.0
4,2013,203504,Trey,Burke,Trey Burke,PG,71.75,187,77.5,97.5,8' 1.5'',29.5,36.5,11.2,3.16,3.0
5,2013,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,203.6,80.0,100.5,8' 4.5'',29.0,34.5,10.6,3.12,7.0
6,2013,203477,Isaiah,Canaan,Isaiah Canaan,PG,71.0,188.4,76.5,94.5,7' 10.5'',33.0,40.5,10.98,3.22,16.0
7,2013,203478,Jackie,Carmichael,Jackie Carmichael,PF,79.5,241.2,85.5,107.0,8' 11'',30.0,32.0,11.83,3.35,13.0
8,2013,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,184.4,79.25,101.0,8' 5'',31.5,41.0,10.68,3.22,8.0
9,2013,12524,Will,Clyburn,Will Clyburn,SF-SG,77.75,210.4,84.25,105.0,8' 9'',28.0,34.5,11.68,3.38,3.0
10,2013,203496,Robert,Covington,Robert Covington,SF-PF,78.25,208.6,85.75,106.0,8' 10'',29.5,36.0,11.69,3.34,9.0
11,2013,203459,Allen,Crabbe,Allen Crabbe,SG,77.25,197.4,83.25,103.5,8' 7.5'',30.5,36.0,10.67,3.32,10.0
13,2013,203561,Brandon,Davies,Brandon Davies,PF,80.5,241.8,85.5,108.5,9' 0.5'',26.0,31.5,11.22,3.5,7.0
14,2013,203473,Dewayne,Dedmon,Dewayne Dedmon,C,82.0,238.8,88.0,109.0,9' 1'',28.0,32.5,12.75,3.4,8.0
16,2013,203516,James,Ennis,James Ennis,SF,77.75,200.8,83.5,104.5,8' 8.5'',29.5,36.5,11.55,3.4,7.0
17,2013,203467,Carrick,Felix,Carrick Felix,SF-SG,76.75,202.6,81.25,103.5,8' 7.5'',32.0,38.5,11.16,3.25,15.0
19,2013,203497,Rudy,Gobert,Rudy Gobert,C,84.5,237.6,92.5,115.0,9' 7'',25.0,29.0,12.85,3.57,7.0
20,2013,203462,Archie,Goodwin,Archie Goodwin,SG,75.75,189,81.5,102.0,8' 6'',30.0,36.0,10.75,3.27,1.0
22,2013,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,76.5,199.4,79.0,101.0,8' 5'',31.5,37.5,10.68,3.25,16.0
23,2013,203524,Solomon,Hill,Solomon Hill,SF,77.5,226,81.0,103.0,8' 7'',29.5,37.5,10.77,3.19,14.0
25,2013,203470,Colton,Iverson,Colton Iverson,C,82.5,262.8,86.0,110.0,9' 2'',26.5,30.0,11.52,3.52,12.0
27,2013,203511,Grant,Jerrett,Grant Jerrett,PF,80.75,232,86.0,109.0,9' 1'',28.5,34.0,11.85,3.51,2.0
28,2013,203509,Myck,Kabongo,Myck Kabongo,PG,73.25,180.4,78.25,98.0,8' 2'',27.5,33.5,10.64,3.44,2.0
29,2013,203483,Kenny,Kadji,Kenny Kadji,PF-C,80.75,241.6,87.0,106.5,8' 10.5'',34.0,38.0,11.47,3.44,9.0
31,2013,203499,Shane,Larkin,Shane Larkin,PG,70.25,170.8,70.75,89.5,7' 5.5'',34.5,44.0,10.64,3.08,12.0
32,2013,203495,Ricky,Ledo,Ricky Ledo,SG,76.75,197.2,79.25,102.5,8' 6.5'',27.0,33.5,10.72,3.32,4.0
35,2013,203522,Trevor,Mbakwe,Trevor Mbakwe,PF,78.75,235.8,88.0,106.5,8' 10.5'',30.0,36.5,12.01,3.32,21.0
36,2013,203492,Ray,McCallum,Ray McCallum,PG,72.25,191.4,75.25,96.5,8' 0.5'',30.5,40.0,10.82,3.25,5.0
37,2013,203468,CJ,McCollum,CJ McCollum,PG-SG,74.25,197,78.25,96.5,8' 0.5'',32.0,38.5,11.02,3.32,13.0
38,2013,203463,Ben,McLemore,Ben McLemore,SG,75.5,189.2,79.75,100.5,8' 4.5'',32.5,42.0,11.87,3.27,6.0
39,2013,203502,Tony,Mitchell,Tony Mitchell,PF-SF,79.5,236.4,86.5,106.5,8' 10.5'',33.5,38.0,11.82,3.52,13.0
40,2013,203498,Shabazz,Muhammad,Shabazz Muhammad,SF-SG,76.75,221.8,83.0,104.5,8' 8.5'',29.5,37.0,10.99,3.32,10.0
41,2013,203513,Erik,Murphy,Erik Murphy,PF,80.75,239.8,82.5,108.0,9' 0'',24.5,29.5,12.19,3.57,13.0
42,2013,203488,Mike,Muscala,Mike Muscala,C-PF,82.25,230.2,85.0,108.0,9' 0'',28.0,33.5,11.76,3.44,5.0
44,2013,203506,Victor,Oladipo,Victor Oladipo,SG,75.25,213.2,81.25,100.5,8' 4.5'',33.0,42.0,10.69,3.25,15.0
45,2013,203482,Kelly,Olynyk,Kelly Olynyk,PF-C,82.75,234,81.75,108.0,9' 0'',24.5,29.5,11.42,3.59,5.0
46,2013,203464,Brandon,Paul,Brandon Paul,SG,74.75,201,82.25,98.0,8' 2'',33.5,39.5,11.16,3.37,15.0
47,2013,203658,Norvel,Pelle,Norvel Pelle,PF-C,81.5,207.2,86.5,109.0,9' 1'',31.0,34.5,11.49,3.32,0.0
48,2013,203486,Mason,Plumlee,Mason Plumlee,C-PF,83.25,238.2,83.0,108.0,9' 0'',30.5,36.0,10.89,3.29,14.0
49,2013,203490,Otto,Porter,Otto Porter,SF,79.5,197.6,85.5,105.5,8' 9.5'',27.0,36.0,11.25,3.4,9.0
50,2013,203515,Phil,Pressey,Phil Pressey,PG,69.5,177,74.25,92.0,7' 8'',33.0,38.5,10.86,3.13,7.0
51,2013,203318,Glen,Rice,Glen Rice,SF-SG,76.5,210.8,81.25,101.5,8' 5.5'',33.0,40.5,10.99,3.25,10.0
52,2013,203460,Andre,Roberson,Andre Roberson,PF-SF,78.25,205.8,83.0,104.5,8' 8.5'',30.0,36.5,11.36,3.34,10.0
53,2013,203471,Dennis,Schroder,Dennis Schroder,PG,73.0,164.8,79.75,98.0,8' 2'',30.0,34.0,11.09,3.21,1.0
54,2013,203491,Peyton,Siva,Peyton Siva,PG,71.5,180.6,75.0,93.0,7' 9'',33.5,41.5,10.59,3.16,15.0
55,2013,203503,Tony,Snell,Tony Snell,SF-SG,78.0,198.2,83.5,105.5,8' 9.5'',30.0,36.5,11.36,3.25,7.0
56,2013,203480,James,Southerland,James Southerland,SF-PF,79.0,220.6,85.0,106.0,8' 10'',29.0,32.0,10.9,3.38,5.0
57,2013,203519,Adonis,Thomas,Adonis Thomas,SF,76.75,231.8,85.0,99.0,8' 3'',34.5,40.5,11.64,3.32,13.0
58,2013,203472,Deshaun,Thomas,Deshaun Thomas,SF,77.0,219.8,82.0,104.0,8' 8'',28.5,32.0,12.94,3.53,5.0
59,2013,203481,Jeff,Withey,Jeff Withey,C,82.75,221.8,86.0,110.5,9' 2.5'',26.5,29.0,12.49,3.47,10.0
62,2013,203469,Cody,Zeller,Cody Zeller,C-PF,82.75,230,82.75,106.0,8' 10'',35.5,37.5,10.82,3.15,17.0
1,2015,1626147,Justin,Anderson,Justin Anderson,SF-SG,77.25,230.6,83.75,101.0,8' 5'',38.0,43.0,11.13,3.22,12.0
2,2015,1626165,Brandon,Ashley,Brandon Ashley,PF,79.25,228,87.75,105.0,8' 9'',31.5,35.5,11.21,3.58,9.0
3,2015,1626207,Ryan,Boatright,Ryan Boatright,PG,70.0,169.6,72.5,92.5,7' 8.5'',32.0,41.0,10.71,3.26,10.0
4,2015,1626164,Devin,Booker,Devin Booker,SG,76.5,205.8,80.25,102.5,8' 6.5'',27.5,34.5,10.27,3.28,8.0
5,2015,1626148,Anthony,Brown,Anthony Brown,SF-SG,77.75,211,83.0,104.5,8' 8.5'',27.5,34.5,10.94,3.18,4.0
7,2015,1626176,Rakeem,Christmas,Rakeem Christmas,PF-C,80.25,242.6,89.25,110.5,9' 2.5'',29.0,32.0,11.6,3.47,9.0
8,2015,1626192,Pat,Connaughton,Pat Connaughton,SG,76.0,215,80.0,96.0,8' 0'',37.5,44.0,10.58,3.2,13.0
9,2015,1626188,Quinn,Cook,Quinn Cook,PG,72.25,179,76.0,96.5,8' 0.5'',24.5,31.0,11.44,3.38,14.0
10,2015,1626183,Branden,Dawson,Branden Dawson,PF,77.5,230.2,83.0,105.0,8' 9'',28.5,34.5,12.22,3.2,12.0
11,2015,1626155,Sam,Dekker,Sam Dekker,SF,79.75,218.6,83.5,106.0,8' 10'',25.5,34.5,10.64,3.28,5.0
12,2015,1626187,Michael,Frazier II,Michael Frazier II,SG,75.75,199.4,80.0,101.5,8' 5.5'',27.0,35.0,10.66,3.32,10.0
13,2015,1626203,Treveon,Graham,Treveon Graham,SF,76.0,219.4,82.5,103.0,8' 7'',28.5,31.5,11.64,3.3,11.0
15,2015,1626152,Olivier,Hanlan,Olivier Hanlan,PG-SG,75.25,185.8,78.0,100.0,8' 4'',28.0,34.0,11.41,3.25,19.0
19,2015,1626227,Tyler,Harvey,Tyler Harvey,SG,74.75,181.4,77.5,98.5,8' 2.5'',26.0,28.5,10.56,3.44,1.0
20,2015,1626186,Corey,Hawkins,Corey Hawkins,SG-PG,72.75,191.8,80.0,99.5,8' 3.5'',28.5,34.0,10.81,3.51,9.0
21,2015,1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,SF,77.5,210.8,86.0,104.0,8' 8'',32.0,38.0,10.41,3.12,13.0
22,2015,1626158,Richaun,Holmes,Richaun Holmes,PF,80.25,242.8,85.5,108.0,9' 0'',32.5,36.0,11.24,3.32,15.0
24,2015,1626154,R.J.,Hunter,R.J. Hunter,SG,76.5,185,82.5,104.0,8' 8'',27.5,33.5,10.87,3.26,1.0
25,2015,1626205,Vince,Hunter,Vince Hunter,PF,78.75,208.4,83.0,104.5,8' 8.5'',33.5,37.5,11.19,3.26,13.0
26,2015,1626177,Dakari,Johnson,Dakari Johnson,C,83.0,264.6,86.0,112.0,9' 4'',22.5,25.0,11.76,3.62,4.0
28,2015,1626145,Tyus,Jones,Tyus Jones,PG,72.5,184.6,77.0,97.0,8' 1'',26.5,32.5,11.84,3.32,2.0
32,2015,1626185,Jarell,Martin,Jarell Martin,PF,80.0,238.6,81.0,106.5,8' 10.5'',28.5,35.0,11.2,3.27,19.0
33,2015,204456,TJ,McConnell,TJ McConnell,PG,72.5,187.8,74.0,96.5,8' 0.5'',26.0,31.5,10.95,3.3,7.0
35,2015,1626175,Jordan,Mickey,Jordan Mickey,PF,79.0,238,87.25,106.0,8' 10'',33.0,37.5,11.72,3.28,9.0
36,2015,2006,Larry,Nance,Larry Nance,PF,79.5,226.6,85.5,108.0,9' 0'',29.0,37.5,10.93,3.25,10.0
37,2015,1626162,Kelly,Oubre,Kelly Oubre,SF-SG,77.75,202.8,86.25,102.5,8' 6.5'',34.5,37.0,11.09,3.32,7.0
38,2015,1626166,Cameron,Payne,Cameron Payne,PG,72.75,182.8,79.25,97.5,8' 1.5'',29.75,35.5,10.9,3.28,0.0
39,2015,1626189,Terran,Petteway,Terran Petteway,SG,76.75,209.2,83.25,104.5,8' 8.5'',25.0,31.0,10.91,3.32,15.0
40,2015,1626171,Bobby,Portis,Bobby Portis,PF,81.5,246.2,86.0,108.5,9' 0.5'',25.0,31.5,11.78,3.56,5.0
41,2015,1626181,Norman,Powell,Norman Powell,SG,75.0,215.4,82.75,102.5,8' 6.5'',32.5,40.5,10.69,3.2,5.0
42,2015,1626180,Michael,Qualls,Michael Qualls,SG-SF,76.0,201.4,84.25,104.5,8' 8.5'',34.0,39.5,11.88,3.18,9.0
43,2015,1626184,Chasson,Randle,Chasson Randle,PG,72.25,178.8,79.0,96.5,8' 0.5'',33.5,39.5,10.63,3.2,6.0
44,2015,1626179,Terry,Rozier,Terry Rozier,PG-SG,72.5,190.2,80.25,98.5,8' 2.5'',33.0,38.0,10.84,3.15,7.0
46,2015,1626208,Keifer,Sykes,Keifer Sykes,PG,70.5,167.2,74.0,93.0,7' 9'',34.0,43.0,10.47,3.13,8.0
47,2015,1626194,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,177.4,79.75,97.5,8' 1.5'',34.5,43.0,10.78,3.02,3.0
48,2015,1626160,J.P.,Tokoto,J.P. Tokoto,SF-SG,77.25,195.8,82.0,100.5,8' 4.5'',34.5,40.0,10.97,3.27,12.0
51,2015,1626173,Rashad,Vaughn,Rashad Vaughn,SG,75.75,198.6,79.0,101.0,8' 5'',28.0,34.0,11.4,3.21,5.0
52,2015,1626217,Chris,Walker,Chris Walker,PF,80.75,208,86.75,108.0,9' 0'',30.5,37.0,11.25,3.35,6.0
53,2015,1627361,Dez,Wells,Dez Wells,SG,75.0,208.8,81.5,100.5,8' 4.5'',31.5,39.0,10.56,3.2,15.0
54,2015,1626210,Alan,Williams,Alan Williams,PF,79.25,261.4,85.75,106.5,8' 10.5'',25.5,28.5,12.26,3.5,8.0
57,2015,1626153,Delon,Wright,Delon Wright,PG,76.25,181.4,79.5,101.5,8' 5.5'',29.5,31.0,11.16,3.29,4.0
0,2017,1628389,Edrice,Adebayo,Edrice Adebayo,PF-C,80.75,242.6,86.75,108.0,9' 0'',33.5,38.5,11.94,3.24,12.0
1,2017,1628959,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,222.6,80.75,99.0,8' 3'',31.5,40.5,11.99,3.3,7.0
2,2017,1628386,Jarrett,Allen,Jarrett Allen,C,81.0,233.6,89.25,109.5,9' 1.5'',31.5,35.5,11.82,3.21,4.0
3,2017,1628443,Kadeem,Allen,Kadeem Allen,PG,73.0,192.4,81.25,99.5,8' 3.5'',33.0,35.5,11.24,3.15,7.0
4,2017,1628387,Ike,Anigbogu,Ike Anigbogu,C,80.5,252.2,90.25,110.5,9' 2.5'',29.5,32.5,12.52,3.44,11.0
6,2017,1628503,Jamel,Artis,Jamel Artis,SG-SF,77.5,213.2,82.0,105.0,8' 9'',23.5,31.0,11.62,3.44,5.0
7,2017,1628407,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,221.6,82.0,103.5,8' 7.5'',30.0,36.5,11.7,3.22,8.0
8,2017,1628431,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,193.4,82.25,104.5,8' 8.5'',30.0,37.0,11.18,3.26,11.0
9,2017,1628395,Jordan,Bell,Jordan Bell,PF,79.0,223.6,83.75,104.5,8' 8.5'',31.5,38.0,10.63,3.21,16.0
10,2017,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,218.6,82.0,104.5,8' 8.5'',31.0,35.5,11.47,3.17,16.0
12,2017,1628396,Tony,Bradley,Tony Bradley,C,81.25,248.8,89.0,112.5,9' 4.5'',24.5,27.5,11.79,3.44,5.0
13,2017,1628515,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,222.4,81.0,99.5,8' 3.5'',28.0,33.5,10.95,3.38,11.0
14,2017,1628415,Dillon,Brooks,Dillon Brooks,SG-SF,77.0,220.2,78.0,100.5,8' 4.5'',31.0,37.5,11.14,3.21,16.0
15,2017,1628418,Thomas,Bryant,Thomas Bryant,PF-C,81.5,247.8,90.0,112.5,9' 4.5'',25.5,33.0,11.42,3.37,7.0
17,2017,1628381,John,Collins,John Collins,PF,80.25,225.2,83.25,106.5,8' 10.5'',33.0,37.5,11.66,3.27,15.0
18,2017,1628977,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,197.4,83.25,101.5,8' 5.5'',34.5,44.5,10.88,3.11,0.0
19,2017,1628416,Tyler,Dorsey,Tyler Dorsey,SG,75.0,182.6,77.25,99.5,8' 3.5'',30.5,36.0,10.55,3.16,8.0
20,2017,1628422,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,205.2,81.0,100.0,8' 4'',31.5,38.0,11.18,3.13,13.0
21,2017,1628408,PJ,Dozier,PJ Dozier,SG,77.25,200.6,83.0,101.0,8' 5'',34.0,39.0,10.84,3.15,9.0
22,2017,1628393,Jawun,Evans,Jawun Evans,PG,70.75,185.2,77.5,95.0,7' 11'',27.5,33.5,11.34,3.21,1.0
26,2017,1628385,Harry,Giles,Harry Giles,PF,81.25,232,87.25,109.5,9' 1.5'',27.0,32.5,11.08,3.34,5.0
27,2017,1628404,Josh,Hart,Josh Hart,SG-SF,75.75,209.2,80.25,101.0,8' 5'',27.5,35.5,11.15,3.18,9.0
28,2017,1628502,Nigel,Hayes,Nigel Hayes,PF,78.25,254.2,87.25,104.5,8' 8.5'',29.0,33.5,11.81,3.27,16.0
29,2017,1628439,Isaiah,Hicks,Isaiah Hicks,PF,79.25,233.4,84.5,105.0,8' 9'',31.5,37.0,12.31,3.36,11.0
30,2017,1628411,Wesley,Iwundu,Wesley Iwundu,SG-SF,77.5,193.4,85.0,105.5,8' 9.5'',31.5,36.0,11.25,3.36,5.0
31,2017,1628402,Frank,Jackson,Frank Jackson,PG,74.0,201.6,79.5,98.0,8' 2'',34.5,42.0,10.94,3.14,9.0
36,2017,1628398,Kyle,Kuzma,Kyle Kuzma,SF-SG,80.0,222.6,84.25,107.5,8' 11.5'',27.0,34.0,10.72,3.25,12.0
37,2017,1628388,TJ,Leaf,TJ Leaf,PF,80.75,222.2,83.0,107.0,8' 11'',29.0,34.5,11.55,3.27,6.0
38,2017,1628399,Tyler,Lydon,Tyler Lydon,PF,80.25,215,84.0,107.5,8' 11.5'',29.5,33.5,11.68,3.46,1.0
39,2017,1628412,Frank,Mason III,Frank Mason III,PG,71.0,188.8,75.25,94.0,7' 10'',34.0,41.0,11.41,3.18,15.0
40,2017,1628452,Kennedy,Meeks,Kennedy Meeks,C,80.75,276.6,85.0,106.0,8' 10'',28.0,30.5,12.91,3.5,15.0
41,2017,1628378,Donovan,Mitchell,Donovan Mitchell,SG,73.25,211.4,82.0,97.0,8' 1'',36.5,40.5,11.53,3.01,10.0
42,2017,1628420,Monte,Morris,Monte Morris,PG,73.25,175.2,76.0,96.5,8' 0.5'',28.0,33.5,11.0,3.19,8.0
44,2017,1629004,Svi,Mykhailiuk,Svi Mykhailiuk,SG-SF,78.5,219.6,77.0,100.0,8' 4'',27.0,33.0,12.4,3.53,8.0
45,2017,1628400,Semi,Ojeleye,Semi Ojeleye,SF-SG,77.25,241.4,81.75,102.0,8' 6'',35.0,40.5,10.58,3.16,19.0
46,2017,1628419,Cameron,Oliver,Cameron Oliver,PF,79.0,238.6,85.25,106.5,8' 10.5'',28.0,39.5,12.17,3.16,5.0
49,2017,1628397,Ivan,Rabb,Ivan Rabb,PF,80.75,219.6,85.5,109.0,9' 1'',28.5,32.5,12.68,3.35,3.0
50,2017,1628432,Davon,Reed,Davon Reed,SG-SF,76.5,206.2,84.0,102.0,8' 6'',28.5,36.0,11.37,3.34,12.0
51,2017,1628421,Devin,Robinson,Devin Robinson,SF,79.0,189.6,84.75,106.0,8' 10'',35.5,41.5,12.85,3.23,10.0
52,2017,1628424,Kobi,Simmons,Kobi Simmons,PG,75.25,166.2,78.0,99.0,8' 3'',30.5,38.5,11.15,3.18,3.0
55,2017,1628414,Sindarius,Thornwell,Sindarius Thornwell,SG-SF,75.5,211.6,82.0,103.0,8' 7'',27.0,30.5,11.48,3.36,15.0
56,2017,1628453,Melo,Trimble,Melo Trimble,PG,73.25,195.2,74.0,95.5,7' 11.5'',24.5,32.0,10.75,3.27,6.0
58,2017,1628476,Derrick,Walton Jr.,Derrick Walton Jr.,PG,71.0,188.6,74.5,95.0,7' 11'',26.0,32.5,11.28,3.29,9.0
60,2017,1628401,Derrick,White,Derrick White,PG,75.25,189.8,79.5,101.5,8' 5.5'',31.0,36.5,10.84,3.08,10.0
61,2017,1628430,Nigel,Williams-Goss,Nigel Williams-Goss,PG,73.5,190.2,79.25,99.0,8' 3'',27.5,34.5,10.42,3.19,10.0
63,2017,1962937123,Omer,Yurtseven,Omer Yurtseven,C,82.5,248.4,85.0,108.5,9' 0.5'',26.0,31.5,12.85,3.45,6.0
0,2018,1628959,Rawle,Alkins,Rawle Alkins,SG,74.75,217.4,80.75,99.0,8' 3'',32.5,40.5,11.5,3.15,10.0
2,2018,1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,PF,81.0,194.8,86.25,110.0,9' 2'',29.5,35.0,12.48,3.21,0.0
3,2018,1628962,Udoka,Azubuike,Udoka Azubuike,C,82.0,273.8,91.0,112.5,9' 4.5'',31.0,31.5,12.97,3.12,11.0
5,2018,1628965,Jaylen,Barford,Jaylen Barford,PG-SG,73.25,207.6,75.5,96.5,8' 0.5'',27.0,33.0,11.39,3.31,7.0
6,2018,1628966,Keita,Bates-Diop,Keita Bates-Diop,SG-SF,79.25,223.8,87.25,106.5,8' 10.5'',30.5,35.0,11.2,3.17,11.0
7,2018,1628967,Tyus,Battle,Tyus Battle,SG,77.0,200.2,81.0,102.0,8' 6'',32.0,37.5,11.04,3.07,9.0
8,2018,1628968,Brian,Bowen,Brian Bowen,SG-SF,78.25,202,82.25,103.5,8' 7.5'',30.5,34.0,11.58,3.28,0.0
10,2018,1628971,Bruce,Brown,Bruce Brown,SG-PG,75.5,194.6,81.0,98.5,8' 2.5'',32.5,38.0,11.11,3.2,17.0
11,2018,1628972,Troy,Brown,Troy Brown,SF,77.75,208,82.25,105.0,8' 9'',26.0,33.0,11.51,3.33,5.0
12,2018,1628973,Jalen,Brunson,Jalen Brunson,PG,73.0,198.4,76.0,96.0,8' 0'',29.0,37.0,10.59,3.15,7.0
13,2018,1628974,Tony,Carr,Tony Carr,PG,75.0,198.8,80.25,100.0,8' 4'',25.0,31.5,11.89,3.17,0.0
14,2018,1628975,Jevon,Carter,Jevon Carter,PG,72.25,196.2,76.25,95.0,7' 11'',29.0,36.5,11.04,3.18,14.0
16,2018,1628978,Donte,DiVincenzo,Donte DiVincenzo,SG,75.5,200.6,78.0,97.5,8' 1.5'',34.5,42.0,10.72,3.11,12.0
17,2018,1628977,Hamidou,Diallo,Hamidou Diallo,SG,76.25,197,83.5,103.0,8' 7'',32.5,40.5,10.53,3.1,1.0
