,Year,Player,POSITION,DRAFT_NUMBER,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Age (Days),DRAFT_NUMBER,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,WS,BPM,Total Minutes,Seasons Played,Average Minutes
232,2010,Xavier Henry,SG,12,77.25,210.2,83.25,105.0,8' 9'',28.5,36.5,11.1,3.18,7040,12,36,990,.458,.492,.418,.783,13.4,4.4,1.5,1.5,0.5,4.9,,2901,5,580.2
233,2010,Darington Hobson,SG-SF,37,77.25,203.6,81.25,104.5,8' 8.5'',29.0,34.0,11.68,3.25,8694,37,35,1175,.440,.465,.361,.653,15.9,9.3,4.6,1.3,0.4,5.2,,39,1,39.0
234,2010,Damion James,SF,24,78.25,226.6,84.75,107.0,8' 11'',29.0,33.0,10.89,3.2,8702,24,34,1029,.501,.535,.383,.674,18.0,10.3,1.0,1.7,1.2,6.5,,625,4,156.25
235,2010,Armon Johnson,PG-SG,34,74.0,195.2,80.0,99.5,8' 3.5'',31.5,38.5,11.25,3.19,7748,34,34,1172,.495,.544,.239,.678,15.7,3.4,5.6,0.8,0.4,3.0,,401,2,200.5
236,2010,Dominique Jones,SG,25,75.25,216.0,81.25,101.0,8' 5'',26.0,32.5,10.88,3.31,8345,25,33,1224,.450,.521,.311,.741,21.4,6.1,3.6,1.7,0.6,6.2,,743,3,247.66666666666666
237,2010,Gani Lawal,PF,46,79.5,233.4,84.0,107.5,8' 11.5'',27.0,31.5,11.61,3.24,8367,46,36,930,.529,.531,.000,.572,13.1,8.5,0.4,0.4,1.4,4.1,,2,1,2.0
238,2010,Greg Monroe,PF-C,7,81.75,246.6,86.25,108.5,9' 0.5'',25.0,29.0,12.1,3.35,7484,7,34,1164,.525,.545,.259,.660,16.1,9.6,3.8,1.2,1.5,5.5,,17671,10,1767.1
239,2010,Daniel Orton,C,29,80.75,269.2,88.25,110.5,9' 2.5'',24.0,30.5,12.32,3.39,7546,29,38,502,.527,.539,.000,.524,3.4,3.3,0.4,0.6,1.4,1.7,,541,3,180.33333333333334
240,2010,Patrick Patterson,PF,14,80.0,239.6,85.25,107.0,8' 11'',28.5,33.5,11.14,3.25,7769,14,38,1255,.575,.626,.348,.692,14.3,7.4,0.9,0.7,1.3,7.0,,14942,11,1358.3636363636363
241,2010,Andy Rautins,SG,38,76.25,191.6,79.0,100.0,8' 4'',23.5,30.5,11.27,3.49,9092,38,35,1137,.438,.571,.407,.815,12.1,3.4,4.9,2.0,0.2,4.9,,24,1,24.0
242,2010,Larry Sanders,PF-C,15,81.25,222.4,89.75,112.0,9' 4'',25.5,28.0,12.49,3.27,8381,15,35,941,.534,.547,.250,.641,14.4,9.1,1.0,0.7,2.6,5.4,,4637,6,772.8333333333334
243,2010,Lance Stephenson,SG,40,76.5,227.0,82.5,103.0,8' 7'',27.0,33.0,11.39,3.38,7575,40,34,960,.440,.495,.219,.664,12.3,5.4,2.5,0.9,0.2,2.8,,12668,10,1266.8
244,2010,Evan Turner,SG,2,77.75,213.8,80.0,103.5,8' 7.5'',27.5,34.5,11.06,3.27,8357,2,31,1108,.519,.540,.364,.754,20.4,9.2,6.0,1.7,0.9,6.8,,18938,10,1893.8
245,2010,Ekpe Udoh,PF,6,80.75,237.4,88.5,106.5,8' 10.5'',31.0,33.5,11.15,3.29,8565,6,36,1264,.490,.505,.269,.685,13.9,9.8,2.7,0.8,3.7,6.1,,5697,7,813.8571428571429
246,2010,Jarvis Varnado,PF-C,41,80.25,210.2,87.5,109.5,9' 1.5'',29.5,32.5,11.61,3.37,8121,41,36,1141,.582,.582,0,.610,13.8,10.3,0.9,0.7,4.7,6.3,,402,2,201.0
247,2010,John Wall,PG,1,74.75,195.6,81.25,101.5,8' 5.5'',30.0,39.0,10.84,3.14,7576,1,37,1288,.461,.509,.325,.754,16.6,4.3,6.5,1.8,0.5,6.3,,21830,10,2183.0
248,2010,Willie Warren,SG-PG,54,74.5,208.4,78.0,99.5,8' 3.5'',23.0,31.5,11.21,3.5,7987,54,21,678,.438,.524,.309,.795,16.3,3.3,4.1,1.0,0.0,1.7,,135,1,135.0
249,2010,Terrico White,SG-PG,36,75.75,202.6,81.0,101.0,8' 5'',31.0,40.0,11.38,3.15,7397,36,35,1103,.430,.489,.341,.714,15.1,4.6,1.5,0.9,0.2,4.1,,0,0,
250,2010,Hassan Whiteside,C-PF,33,82.5,226.6,91.0,113.0,9' 5'',27.0,31.5,11.83,3.54,7858,33,34,889,.524,.522,.600,.588,13.1,8.9,0.3,0.6,5.4,4.5,,12654,10,1265.4
251,2011,Keith Benson,C-PF,48,82.0,217.0,87.75,109.5,9' 1.5'',31.5,36.0,11.88,3.35,8648,48,35,1133,.547,.556,.391,.643,17.9,10.1,1.1,0.8,3.6,5.7,5.4,9,1,9.0
252,2011,Alec Burks,SG,12,77.0,192.6,82.0,103.5,8' 7.5'',29.0,36.0,10.96,3.17,7530,12,38,1193,.469,.508,.292,.825,20.5,6.5,2.9,1.1,0.3,6.6,8.1,14384,11,1307.6363636363637
253,2011,Jimmy Butler,SF,30,78.0,222.2,79.5,101.5,8' 5.5'',32.0,39.0,11.12,3.15,8314,30,37,1282,.490,.515,.345,.783,15.7,6.1,2.3,1.4,0.4,6.3,9.4,22861,11,2078.2727272727275
254,2011,Norris Cole,PG,28,72.25,174.4,74.25,95.5,7' 11.5'',29.5,38.5,10.07,3.22,8708,28,36,1285,.439,.473,.342,.853,21.7,5.8,5.3,2.2,0.1,8.3,10.2,8019,6,1336.5
255,2011,Kenneth Faried,PF,22,78.0,224.6,84.0,108.0,9' 0'',30.5,35.0,11.35,3.26,8379,22,35,1216,.623,.623,0,.577,17.3,14.5,1.1,1.9,2.3,8.3,8.5,11735,8,1466.875
256,2011,Andrew Goudelock,PG,46,73.25,197.6,76.25,96.5,8' 0.5'',32.5,37.0,10.33,3.1,8762,46,37,1302,.455,.496,.407,.821,23.7,3.9,4.2,0.9,0.2,6.5,6.0,478,3,159.33333333333334
257,2011,Jordan Hamilton,SF,26,78.75,228.4,81.5,104.0,8' 8'',25.0,32.0,11.47,3.3,7971,26,36,1159,.440,.481,.385,.779,18.6,7.7,2.1,0.9,0.6,6.7,11.4,2100,5,420.0
258,2011,Jordan Hamilton,SF,26,78.75,228.4,81.5,104.0,8' 8'',25.0,32.0,11.47,3.3,7971,26,26,420,.471,.586,.318,.750,5.0,1.9,0.4,0.3,0.5,0.9,-2.7,2100,5,420.0
259,2011,Justin Harper,PF-SF,32,80.0,228.0,83.75,106.0,8' 10'',28.5,33.0,11.92,3.3,8300,32,37,1178,.534,.585,.448,.797,17.9,6.9,1.2,0.6,1.2,7.1,9.7,148,3,49.333333333333336
260,2011,Tobias Harris,SF-PF,19,78.5,222.8,83.0,103.5,8' 7.5'',31.5,37.5,10.96,3.17,7160,19,34,993,.460,.497,.303,.753,15.3,7.3,1.3,0.7,0.9,4.4,7.3,23624,11,2147.6363636363635
261,2011,Scotty Hopson,SG,0,77.75,204.6,82.5,103.5,8' 7.5'',32.5,36.0,10.47,3.18,8278,0,32,937,.452,.491,.376,.735,17.0,3.3,1.3,0.8,0.2,3.0,4.9,33,3,11.0
262,2011,Charles Jenkins,PG-SG,44,73.5,216.4,79.5,96.5,8' 0.5'',29.5,34.0,11.68,3.18,8118,44,33,1232,.517,.563,.420,.824,22.6,3.4,4.8,1.7,0.7,7.3,9.6,1332,2,666.0
263,2011,JaJuan Johnson,PF,27,81.0,219.8,86.0,107.5,8' 11.5'',33.5,38.0,11.21,3.14,8098,27,34,1203,.494,.516,.294,.809,20.5,8.6,1.0,0.9,2.3,7.2,10.5,299,1,299.0
264,2011,Cory Joseph,PG,29,74.0,186.2,77.5,99.0,8' 3'',27.5,35.0,10.75,3.27,7560,29,36,1166,.422,.429,.413,.699,10.4,3.6,3.0,1.0,0.3,4.4,6.5,16167,11,1469.7272727272727
265,2011,Brandon Knight,PG,8,73.5,176.8,78.75,98.5,8' 2.5'',29.0,37.5,10.74,3.07,7662,8,38,1363,.423,.461,.377,.795,17.3,4.0,4.2,0.7,0.2,5.3,5.5,13215,9,1468.3333333333333
266,2011,Kawhi Leonard,SF,15,78.0,227.4,87.0,106.0,8' 10'',25.5,32.0,11.45,3.15,7509,15,36,1172,.444,.478,.291,.759,15.5,10.6,2.5,1.4,0.6,6.8,9.2,18036,10,1803.6
267,2011,Travis Leslie,SG,47,75.0,205.0,82.5,103.0,8' 7'',33.0,40.5,11.0,3.13,7784,47,33,1062,.492,.517,.302,.801,14.4,7.2,2.9,1.2,0.6,5.2,8.9,46,1,46.0
268,2011,Jon Leuer,PF,40,82.0,223.2,84.0,105.5,8' 9.5'',29.5,36.5,10.82,3.36,8194,40,34,1139,.470,.513,.370,.843,18.3,7.2,1.6,0.5,0.9,6.3,9.8,5957,8,744.625
269,2011,Shelvin Mack,PG,34,73.0,209.0,79.5,96.5,8' 0.5'',32.0,39.0,11.23,3.18,7807,34,38,1219,.408,.462,.354,.769,16.0,4.5,3.4,0.8,0.1,5.0,6.6,8394,8,1049.25
270,2011,E'Twaun Moore,SG,55,74.5,191.4,81.5,99.5,8' 3.5'',32.0,34.5,11.12,3.31,8115,55,34,1152,.447,.473,.400,.709,18.0,5.1,3.2,1.2,0.5,5.9,10.2,12558,10,1255.8
271,2011,Darius Morris,PG-SG,41,75.25,190.0,79.5,102.0,8' 6'',24.5,32.0,11.0,3.2,7333,41,35,1219,.489,.533,.250,.715,15.0,4.0,6.7,1.0,0.0,5.3,6.3,1461,4,365.25
272,2011,Chandler Parsons,SF,38,80.75,221.2,81.5,104.5,8' 8.5'',25.5,31.5,11.05,3.29,8720,38,36,1229,.480,.544,.368,.557,11.3,7.8,3.8,0.9,0.4,5.0,8.3,13247,9,1471.888888888889
273,2011,Josh Selby,SG-PG,49,73.75,194.6,77.25,98.0,8' 2'',29.5,42.0,11.13,3.2,7417,49,26,530,.373,.384,.362,.757,7.9,2.2,2.2,0.8,0.0,1.3,2.4,294,2,147.0
274,2011,Iman Shumpert,PG-SG,17,76.25,221.8,81.5,99.5,8' 3.5'',36.5,42.0,11.1,3.18,7871,17,31,992,.406,.474,.278,.806,17.3,5.9,3.5,2.7,0.2,4.9,9.6,11470,10,1147.0
275,2011,Kyle Singler,SF,33,79.5,228.0,82.1,106.0,8' 10'',23.0,30.0,11.22,3.21,8549,33,37,1286,.430,.497,.321,.806,16.9,6.8,1.6,0.9,0.3,6.1,6.4,7797,6,1299.5
276,2011,Chris Singleton,SF,18,79.75,230.2,85.0,103.5,8' 7.5'',30.5,37.5,11.33,3.09,8381,18,28,814,.434,.466,.368,.667,13.1,6.8,1.2,2.0,1.5,3.9,9.0,2606,3,868.6666666666666
277,2011,Nolan Smith,PG,21,73.5,187.6,77.5,99.0,8' 3'',28.5,34.0,11.05,3.17,8630,21,37,1259,.458,.501,.350,.813,20.6,4.5,5.1,1.2,0.1,7.4,9.9,827,2,413.5
278,2011,Trey Thompkins,PF,37,80.5,239.0,85.0,107.5,8' 11.5'',27.5,30.5,11.72,3.41,7844,37,30,937,.481,.520,.311,.689,16.4,7.6,1.4,1.1,1.7,3.8,6.8,120,1,120.0
279,2011,Tristan Thompson,PF,4,79.5,227.4,85.25,108.5,9' 0.5'',30.0,35.0,10.92,3.26,7403,4,36,1104,.546,.546,0,.487,13.1,7.8,1.3,0.9,2.4,5.5,8.9,19549,11,1777.1818181818182
280,2011,Tristan Thompson,PF,4,79.5,227.4,85.25,108.5,9' 0.5'',30.0,35.0,10.92,3.26,7403,4,33,1056,.459,.495,.418,.834,18.0,3.2,1.8,0.7,0.1,5.0,3.3,19549,11,1777.1818181818182
281,2011,Kemba Walker,PG,9,71.5,184.0,75.5,91.5,7' 7.5'',32.0,39.5,10.87,3.16,7823,9,41,1543,.428,.471,.330,.819,23.5,5.4,4.5,1.9,0.2,9.7,13.1,24675,11,2243.181818181818
282,2011,Jordan Williams,PF,36,79.75,247.2,84.25,106.5,8' 10.5'',25.0,30.5,12.74,3.45,7976,36,33,1073,.538,.538,0,.575,16.9,11.8,0.6,0.7,1.4,5.7,6.3,637,1,637.0
283,2011,Derrick Williams,PF-SF,2,79.25,248.4,85.5,108.0,9' 0'',29.0,34.5,11.03,3.23,7475,2,27,121,.520,.556,.429,.762,1.7,1.0,0.1,0.1,0.0,0.6,-0.5,8862,7,1266.0
284,2012,Quincy Acy,PF,37,78.5,223.8,86.75,106.5,8' 10.5'',32.0,37.0,10.48,3.28,8336,37,38,1130,.577,.576,.600,.782,12.0,7.4,1.0,0.9,1.8,5.6,6.9,5398,7,771.1428571428571
285,2012,Harrison Barnes,SF-SG,7,79.0,227.8,83.25,101.5,8' 5.5'',38.0,39.5,10.93,3.16,7480,7,38,1111,.440,.469,.358,.723,17.1,5.2,1.1,1.1,0.3,5.0,6.8,23773,10,2377.3
286,2012,Will Barton,SG-SF,40,77.0,174.4,81.75,102.5,8' 6.5'',30.0,34.0,12.5,3.6,7701,40,35,1236,.509,.559,.346,.749,18.0,8.0,2.9,1.4,0.7,7.2,9.8,16121,10,1612.1
287,2012,Bradley Beal,SG,3,75.25,201.8,80.0,100.0,8' 4'',33.0,39.0,10.95,3.28,7143,3,37,1267,.445,.541,.339,.769,14.8,6.7,2.2,1.4,0.8,5.7,8.4,22419,10,2241.9
288,2012,Jae Crowder,SF,34,76.75,241.2,81.25,99.5,8' 3.5'',31.0,34.5,11.45,3.37,8246,34,35,1153,.498,.602,.345,.735,17.5,8.4,2.1,2.5,1.0,7.6,13.8,18591,10,1859.1
289,2012,Andre Drummond,C,9,81.75,278.6,90.25,109.5,9' 1.5'',31.5,33.5,10.83,3.39,7185,9,34,967,.538,.541,.000,.295,10.0,7.6,0.4,0.8,2.7,2.9,4.9,21261,10,2126.1
290,2012,Kim English,SG,44,76.5,192.0,78.5,98.0,8' 2'',29.0,36.5,10.59,3.33,9054,44,35,1175,.521,.589,.459,.725,14.5,4.2,1.6,1.3,0.3,5.0,7.1,412,1,412.0
291,2012,Festus Ezeli,C-PF,30,81.75,264.2,89.75,108.0,9' 0'',34.0,33.5,12.35,3.29,8716,30,26,603,.539,.539,0,.604,10.1,5.9,0.3,0.4,2.0,2.1,3.7,2396,3,798.6666666666666
292,2012,Draymond Green,PF-SF,35,77.75,235.6,85.25,105.0,8' 9'',28.0,33.0,11.01,3.4,8124,35,37,1229,.449,.473,.388,.723,16.2,10.6,3.8,1.5,0.9,7.1,12.1,19502,10,1950.2
293,2012,Maurice Harkless,SF,15,79.25,206.6,84.0,102.5,8' 6.5'',32.5,37.0,10.87,3.25,7096,15,32,1155,.452,.506,.215,.676,15.5,8.6,1.5,1.6,1.4,3.2,4.0,14016,10,1401.6
294,2012,Robbie Hummel,SF,58,79.25,218.0,80.5,102.0,8' 6'',27.5,30.0,11.56,3.41,8493,58,35,1128,.417,.440,.383,.825,16.4,7.2,1.9,0.7,1.2,5.6,9.4,1395,2,697.5
295,2012,Bernard James,PF,33,80.75,229.8,87.0,108.5,9' 0.5'',30.0,32.5,11.84,3.4,9922,33,35,979,.606,.606,0,.552,10.8,8.1,0.5,0.7,2.3,4.3,7.6,757,3,252.33333333333334
296,2012,John Jenkins,SG,23,75.25,212.0,80.5,98.0,8' 2'',30.5,36.5,11.36,3.37,7761,23,35,1177,.474,.542,.439,.837,19.9,2.9,1.2,0.8,0.3,6.5,11.8,2182,6,363.6666666666667
297,2012,Orlando Johnson,SG,36,75.75,223.8,83.25,99.0,8' 3'',32.0,39.5,10.98,3.25,8496,36,31,1067,.451,.464,.427,.698,19.7,5.8,2.9,1.1,0.7,5.2,6.3,1111,3,370.3333333333333
298,2012,Darius Johnson-Odom,SG,55,73.5,212.0,79.0,96.0,8' 0'',33.5,41.5,10.76,3.21,8693,55,34,1120,.447,.493,.385,.764,18.3,3.5,2.7,0.9,0.1,4.7,6.8,21,2,10.5
299,2012,Terrence Jones,PF-SF,18,80.25,252.0,86.25,107.0,8' 11'',29.5,34.5,11.57,3.4,7339,18,38,1115,.500,.528,.327,.627,12.3,7.2,1.3,1.3,1.8,5.8,10.2,5569,6,928.1666666666666
300,2012,Michael Kidd-Gilchrist,SF,2,77.75,232.8,84.0,104.5,8' 8.5'',32.0,35.5,11.77,3.18,7231,2,40,1245,.491,.535,.255,.745,11.9,7.4,1.9,1.0,0.9,6.0,7.7,10988,8,1373.5
301,2012,Doron Lamb,SG-PG,42,75.25,199.4,78.75,98.5,8' 2.5'',29.0,33.5,11.12,3.41,8001,42,40,1249,.474,.481,.466,.826,13.7,2.7,1.5,0.5,0.1,6.2,7.3,1274,2,637.0
302,2012,Jeremy Lamb,SG,12,76.0,179.2,83.0,102.0,8' 6'',31.5,38.0,10.98,3.25,7480,12,34,1266,.478,.601,.336,.810,17.7,4.9,1.7,1.2,0.6,5.2,7.8,11899,10,1189.9
303,2012,Meyers Leonard,C,11,83.75,249.8,87.0,108.0,9' 0'',30.0,32.5,11.34,3.41,7387,11,32,1018,.584,.604,.091,.732,13.6,8.2,1.3,0.5,1.9,4.6,7.2,7163,9,795.8888888888889
304,2012,Damian Lillard,PG,6,73.75,188.8,79.75,95.5,7' 11.5'',34.5,39.5,11.15,3.34,8255,6,32,1105,.467,.517,.409,.887,24.5,5.0,4.0,1.5,0.2,8.0,9.8,25828,10,2582.8
305,2012,Kendall Marshall,PG,13,75.25,198.4,77.5,96.0,8' 0'',31.0,37.0,12.03,3.23,7924,13,36,1189,.467,.527,.354,.696,8.1,2.6,9.8,1.2,0.2,4.4,6.6,3087,4,771.75
306,2012,Fab Melo,C,22,82.75,255.0,86.5,110.0,9' 2'',29.5,31.0,12.14,3.44,8230,22,30,763,.566,.566,0,.633,7.8,5.8,0.7,0.5,2.9,3.0,5.3,36,1,36.0
307,2012,Khris Middleton,SF,39,78.75,216.2,82.75,103.0,8' 7'',28.0,31.0,11.45,3.47,7917,39,20,575,.415,.485,.260,.750,13.2,5.0,2.3,1.0,0.3,1.6,6.2,20704,10,2070.4
308,2012,Darius Miller,SF-SG,46,78.0,233.4,81.0,101.0,8' 5'',33.0,37.0,11.34,3.31,8141,46,40,1043,.474,.569,.376,.797,9.9,2.8,2.1,0.8,0.3,4.5,7.5,5364,6,894.0
309,2012,Quincy Miller,SF,38,80.75,218.7,85.25,105.0,8' 9'',30.5,36.0,11.05,3.48,7648,38,37,903,.447,.475,.348,.816,10.6,4.9,1.4,0.7,0.6,3.5,5.3,934,3,311.3333333333333
310,2012,Arnett Moultrie,PF,27,81.5,232.8,86.25,106.5,8' 10.5'',33.5,37.5,11.32,3.22,8378,27,30,1073,.549,.555,.444,.780,16.4,10.5,1.2,0.8,0.8,5.0,5.2,732,2,366.0
311,2012,Kevin Murphy,SG,47,77.0,194.0,78.75,99.0,8' 3'',31.0,36.5,10.97,3.42,8126,47,33,1139,.444,.460,.416,.721,20.6,5.2,2.3,0.8,0.2,3.7,0.6,51,1,51.0
312,2012,Andrew Nicholson,PF,19,80.5,234.0,88.0,107.0,8' 11'',28.5,30.5,11.89,3.67,8763,19,32,962,.571,.593,.434,.776,18.5,8.4,1.0,0.7,2.0,5.8,9.4,4080,5,816.0
313,2012,Kyle O'Quinn,PF,49,80.5,240.8,88.75,106.5,8' 10.5'',31.5,31.5,11.65,3.53,8146,49,36,1125,.573,.610,.188,.696,15.9,10.3,1.4,0.7,2.7,6.2,5.0,6710,8,838.75
314,2012,Miles Plumlee,PF-C,26,82.5,252.4,84.75,105.5,8' 9.5'',34.0,40.5,10.64,3.36,9031,26,34,697,.610,.610,0,.632,6.6,7.1,0.5,0.5,0.9,3.1,6.2,5657,7,808.1428571428571
315,2012,Austin Rivers,SG-PG,10,75.5,202.8,79.25,96.5,8' 0.5'',32.5,37.5,11.54,3.32,7541,10,34,1129,.433,.477,.365,.658,15.5,3.4,2.1,1.0,0.0,3.5,4.0,15840,10,1584.0
316,2012,Thomas Robinson,PF,5,79.75,244.2,87.25,106.0,8' 10'',28.5,35.5,11.96,3.17,7772,5,39,1242,.505,.505,.500,.682,17.7,11.9,1.8,1.1,0.9,7.2,8.8,4206,5,841.2
317,2012,Terrence Ross,SG-SF,8,78.0,196.6,79.25,100.5,8' 4.5'',31.0,37.5,11.78,3.28,7730,8,35,1088,.457,.518,.371,.766,16.4,6.4,1.4,1.3,0.9,4.9,7.9,16631,10,1663.1
318,2012,Mike Scott,PF,43,79.25,240.8,82.75,104.0,8' 8'',27.0,32.5,11.59,3.44,8986,43,32,999,.563,.577,.300,.808,18.0,8.3,1.2,0.7,0.5,6.8,10.4,9184,9,1020.4444444444445
319,2012,Jared Sullinger,PF,21,79.75,268.2,85.25,105.5,8' 9.5'',29.5,31.0,12.77,3.81,7394,21,37,1123,.519,.531,.400,.768,17.5,9.2,1.2,1.2,1.1,7.9,11.7,6535,5,1307.0
320,2012,Tyshawn Taylor,PG,41,74.75,177.0,78.25,97.5,8' 1.5'',32.0,36.5,11.48,3.2,8162,41,39,1303,.477,.522,.382,.688,16.6,2.3,4.8,1.3,0.2,5.2,7.2,489,2,244.5
321,2012,Marquis Teague,PG,29,73.0,179.8,79.25,96.5,8' 0.5'',32.5,40.5,10.65,3.19,7023,29,40,1303,.412,.438,.325,.714,10.0,2.5,4.8,0.9,0.3,3.5,2.3,903,3,301.0
322,2012,Tony Wroten,PG,25,76.75,203.2,81.0,101.0,8' 5'',30.0,35.5,10.75,3.24,7068,25,35,1062,.443,.483,.161,.583,16.0,5.0,3.7,1.9,0.4,3.2,4.7,3074,4,768.5
323,2012,Tyler Zeller,PF-C,17,83.25,247.4,84.0,104.5,8' 8.5'',30.0,34.0,11.13,3.4,8077,17,38,1070,.553,.553,0,.808,16.3,9.6,0.9,0.9,1.5,7.1,10.7,7252,8,906.5
324,2013,Steven Adams,C,12,82.75,254.5,88.5,109.5,9' 1.5'',28.5,33.0,11.85,3.4,7530,12,32,749,.571,.571,0,.443,7.2,6.3,0.6,0.7,2.0,3.5,8.1,17825,9,1980.5555555555557
325,2013,Lorenzo Brown,PG,52,76.0,189.2,79.0,100.0,8' 4'',28.0,34.0,11.78,3.4,8661,52,33,1129,.419,.465,.263,.771,12.4,4.3,7.2,2.0,0.6,3.6,5.5,1184,5,236.8
326,2013,Reggie Bullock,SG-SF,25,77.75,199.8,80.75,102.0,8' 6'',31.0,36.5,11.33,3.31,8136,25,35,1100,.483,.545,.436,.767,13.9,6.5,2.9,1.3,0.3,5.7,11.1,9771,9,1085.6666666666667
327,2013,Trey Burke,PG,9,71.75,187.0,77.5,97.5,8' 1.5'',29.5,36.5,11.2,3.16,8007,9,39,1378,.463,.506,.384,.801,18.6,3.2,6.7,1.6,0.5,8.6,13.1,10403,9,1155.888888888889
328,2013,Kentavious Caldwell-Pope,SG,8,76.5,203.6,80.0,100.5,8' 4.5'',29.0,34.5,10.6,3.12,7378,8,32,1086,.433,.498,.373,.799,18.5,7.1,1.8,2.0,0.5,6.2,12.5,19969,9,2218.777777777778
329,2013,Isaiah Canaan,PG,34,71.0,188.4,76.5,94.5,7' 10.5'',33.0,40.5,10.98,3.22,8201,34,31,1131,.431,.494,.370,.822,21.8,3.5,4.3,1.5,0.1,5.9,5.8,4805,6,800.8333333333334
330,2013,Michael Carter-Williams,PG,11,76.75,184.4,79.25,101.0,8' 5'',31.5,41.0,10.68,3.22,8340,11,40,1409,.393,.436,.294,.694,11.9,5.0,7.3,2.7,0.5,6.1,9.4,9900,8,1237.5
331,2013,Allen Crabbe,SG,31,77.25,197.4,83.25,103.5,8' 7.5'',30.5,36.0,10.67,3.32,7794,31,33,1195,.459,.532,.348,.813,18.4,6.1,2.6,1.1,0.7,5.1,8.4,9136,7,1305.142857142857
332,2013,Carrick Felix,SF-SG,33,76.75,202.6,81.25,103.5,8' 7.5'',32.0,38.5,11.16,3.25,8652,33,35,1235,.500,.573,.374,.664,14.6,8.1,1.6,1.4,1.1,5.1,6.0,38,1,38.0
333,2013,Archie Goodwin,SG,29,75.75,189.0,81.5,102.0,8' 6'',30.0,36.0,10.75,3.27,7192,29,33,1048,.440,.478,.266,.637,14.1,4.6,2.7,1.1,0.5,3.1,2.1,2394,4,598.5
334,2013,Solomon Hill,SF,23,77.5,226.0,81.0,103.0,8' 7'',29.5,37.5,10.77,3.19,8138,23,35,1154,.458,.508,.390,.766,13.4,5.3,2.7,1.1,0.6,5.1,8.3,9651,9,1072.3333333333333
335,2013,Grant Jerrett,PF,40,80.75,232.0,86.0,109.0,9' 1'',28.5,34.0,11.85,3.51,7518,40,34,606,.409,.413,.405,.818,5.2,3.6,0.5,0.5,1.0,2.3,6.6,52,1,52.0
336,2013,Shane Larkin,PG,18,70.25,170.8,70.75,89.5,7' 5.5'',34.5,44.0,10.64,3.08,7967,18,36,1311,.479,.538,.406,.777,14.5,3.8,4.6,2.0,0.1,6.5,9.1,4884,4,1221.0
337,2013,Ray McCallum,PG,36,72.25,191.4,75.25,96.5,8' 0.5'',30.5,40.0,10.82,3.25,8222,36,33,1208,.491,.562,.323,.717,18.7,5.1,4.5,1.9,0.6,6.0,7.3,2800,3,933.3333333333334
338,2013,Ben McLemore,SG,7,75.5,189.2,79.75,100.5,8' 4.5'',32.5,42.0,11.87,3.27,7371,7,37,1191,.495,.553,.420,.870,15.9,5.2,2.0,1.0,0.7,6.5,10.5,12539,9,1393.2222222222222
339,2013,Tony Mitchell,PF-SF,37,79.5,236.4,86.5,106.5,8' 10.5'',33.5,38.0,11.82,3.52,7792,37,32,1037,.440,.505,.300,.675,13.0,8.5,0.8,1.0,2.7,3.3,2.2,10,1,10.0
340,2013,Tony Mitchell,PF-SF,37,79.5,236.4,86.5,106.5,8' 10.5'',33.5,38.0,11.82,3.52,7792,37,32,1037,.440,.505,.300,.675,13.0,8.5,0.8,1.0,2.7,3.3,2.2,81,1,81.0
341,2013,Shabazz Muhammad,SF-SG,14,76.75,221.8,83.0,104.5,8' 8.5'',29.5,37.0,10.99,3.32,8008,14,32,987,.443,.463,.377,.711,17.9,5.2,0.8,0.7,0.1,3.7,4.7,4767,5,953.4
342,2013,Erik Murphy,PF,49,80.75,239.8,82.5,108.0,9' 0'',24.5,29.5,12.19,3.57,8721,49,36,952,.516,.579,.453,.784,12.2,5.5,1.4,0.6,0.7,6.0,11.6,61,1,61.0
343,2013,Mike Muscala,C-PF,44,82.25,230.2,85.0,108.0,9' 0'',28.0,33.5,11.76,3.44,8241,44,34,1079,.509,.519,.250,.789,18.7,11.1,2.3,0.5,2.4,8.3,12.5,6699,9,744.3333333333334
344,2013,Victor Oladipo,SG,2,75.25,213.2,81.25,100.5,8' 4.5'',33.0,42.0,10.69,3.25,7819,2,36,1021,.599,.644,.441,.746,13.6,6.3,2.1,2.2,0.8,6.7,15.1,15149,9,1683.2222222222222
345,2013,Kelly Olynyk,PF-C,13,82.75,234.0,81.75,108.0,9' 0'',24.5,29.5,11.42,3.59,8169,13,32,845,.629,.660,.300,.776,17.8,7.3,1.7,0.7,1.1,6.7,13.9,13402,9,1489.111111111111
346,2013,Mason Plumlee,C-PF,22,83.25,238.2,83.0,108.0,9' 0'',30.5,36.0,10.89,3.29,8490,22,36,1248,.599,.599,0,.681,17.1,9.9,1.9,1.0,1.4,6.9,9.5,14767,9,1640.7777777777778
347,2013,Andre Roberson,PF-SF,26,78.25,205.8,83.0,104.5,8' 8.5'',30.0,36.5,11.36,3.34,8394,26,31,1036,.480,.521,.328,.551,10.9,11.2,1.4,2.2,1.3,4.3,8.1,6801,7,971.5714285714286
