,Year,Player,POSITION,DRAFT_NUMBER,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Age (Days),DRAFT_NUMBER,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,WS,BPM,Total Minutes,Seasons Played,Average Minutes
113,2005,Charlie Villanueva,PF-SF,7,81.0,236.6,84.25,109.0,9' 1'',26.0,31.0,10.86,3.3,7929,7,31,798,.521,.522,.500,.688,13.6,8.3,1.3,0.6,1.8,4.8,,13561,11,1232.8181818181818
114,2005,Marvin Williams,PF-SF,2,79.0,228.2,87.5,108.0,9' 0'',29.5,35.0,11.11,3.17,7134,2,36,800,.506,.522,.432,.847,11.3,6.6,0.7,1.1,0.5,4.8,,30143,15,2009.5333333333333
115,2005,Deron Williams,PG,3,73.75,202.4,78.25,98.0,8' 2'',30.0,35.0,10.83,3.25,7871,3,39,1315,.433,.491,.364,.677,12.5,3.6,6.8,1.0,0.2,4.6,,28860,12,2405.0
116,2005,Antoine Wright,SF-SG,15,77.25,202.6,80.75,104.5,8' 8.5'',26.5,29.5,11.45,3.41,7731,15,31,1052,.501,.540,.447,.691,17.8,6.0,2.2,1.2,0.7,5.9,,5700,6,950.0
117,2005,Bracey Wright,SG-PG,47,73.25,186.8,82.0,100.5,8' 4.5'',30.0,36.0,11.58,3.27,7876,47,26,917,.413,.474,.329,.783,18.3,4.8,2.7,1.1,0.6,3.3,,325,2,162.5
118,2006,Maurice Ager,SG-PG,28,75.25,203.0,79.75,101.5,8' 5.5'',29.5,35.0,11.73,3.22,8099,28,34,1170,.457,.522,.376,.761,19.3,4.1,2.5,0.7,0.3,4.5,,509,4,127.25
119,2006,LaMarcus Aldridge,PF-C,2,82.0,234.0,88.75,110.0,9' 2'',26.5,34.0,12.02,3.43,7894,2,37,1247,.569,.569,0,.646,15.0,9.2,0.5,1.4,2.0,8.7,,36234,16,2264.625
120,2006,Hilton Armstrong,C-PF,12,81.5,240.0,88.0,109.0,9' 1'',28.5,31.5,12.28,3.53,8383,12,34,943,.608,.609,.500,.692,9.7,6.6,0.7,0.6,3.1,5.9,,3387,6,564.5
121,2006,James Augustine,PF,41,80.25,227.0,84.25,104.0,8' 8'',30.0,32.5,10.54,3.25,8117,41,33,1079,.624,.625,.500,.651,13.6,9.1,1.8,1.4,0.7,8.6,,157,2,78.5
122,2006,Renaldo Balkman,SF-PF,20,77.25,206.0,85.0,104.5,8' 8.5'',30.5,35.0,11.58,3.22,8254,20,38,978,.608,.624,.308,.538,9.6,6.3,1.9,1.7,1.3,5.6,,3046,6,507.6666666666667
123,2006,Will Blalock,PG,60,71.25,194.0,78.0,96.5,8' 0.5'',35.0,40.0,11.08,3.18,8673,60,30,1072,.447,.468,.398,.659,15.4,3.3,6.1,2.2,0.1,2.9,,161,1,161.0
124,2006,Ronnie Brewer,SG-PG,14,77.75,223.0,83.25,103.5,8' 7.5'',35.0,41.0,11.32,3.14,7775,14,32,1112,.441,.493,.338,.750,18.4,4.8,3.3,2.6,0.5,5.3,,11526,8,1440.75
125,2006,Rodney Carney,SG-SF,16,76.5,204.0,82.0,103.5,8' 7.5'',32.0,38.5,10.57,3.06,8155,16,37,1027,.436,.484,.391,.712,17.2,4.3,1.3,1.3,0.7,5.5,,4609,5,921.8
126,2006,Mardy Collins,PG-SG,29,76.25,224.0,82.0,103.0,8' 7'',31.5,37.5,12.0,3.27,8274,29,32,1212,.432,.483,.307,.596,16.8,4.7,4.0,2.8,0.2,4.8,,2764,4,691.0
127,2006,Randy Foye,SG-PG,7,74.25,212.0,78.25,97.0,8' 1'',32.0,38.0,10.53,3.23,8689,7,33,1145,.411,.463,.350,.791,20.5,5.8,3.0,1.4,0.6,5.7,,19280,11,1752.7272727272727
128,2006,Rudy Gay,SF-PF,8,79.0,222.0,87.0,107.5,8' 11.5'',33.0,40.5,11.03,3.32,7557,8,33,1015,.461,.500,.318,.732,15.2,6.4,2.1,1.8,1.6,5.2,,33728,16,2108.0
129,2006,Solomon Jones,PF-C,33,80.5,224.0,88.75,109.0,9' 1'',32.0,39.0,11.27,3.3,8256,33,29,1056,.484,.488,.000,.778,13.2,9.8,1.3,0.9,3.1,3.6,,3110,8,388.75
130,2006,Paul Millsap,PF,47,78.25,258.0,85.5,105.5,8' 9.5'',28.5,32.5,11.67,3.3,7735,47,33,1126,.571,.578,.357,.623,19.6,13.3,1.1,1.9,2.3,10.8,,30501,16,1906.3125
131,2006,Adam Morrison,SF,3,78.5,198.0,82.0,105.0,8' 9'',25.5,30.5,11.46,3.37,8259,3,33,1205,.496,.523,.428,.772,28.1,5.5,1.7,1.1,0.3,6.8,,3284,3,1094.6666666666667
132,2006,David Noel,SF-SG,39,76.5,223.0,81.5,100.0,8' 4'',34.5,38.5,10.54,3.07,8117,39,31,1045,.532,.580,.424,.625,12.9,6.8,3.5,1.1,0.7,4.6,,792,1,792.0
133,2006,Steve Novak,SF,32,80.0,216.0,81.5,103.0,8' 7'',24.5,31.0,11.11,3.37,8588,32,31,1047,.477,.500,.467,.974,17.5,5.9,1.3,0.6,0.1,5.7,,5646,11,513.2727272727273
134,2006,Patrick O'Bryant,C,9,83.0,249.0,89.75,113.0,9' 5'',26.5,30.0,12.68,3.63,7500,9,25,642,.552,.552,0,.676,13.4,8.3,0.8,0.9,2.9,5.2,,526,4,131.5
135,2006,Cedric Simmons,PF-C,15,80.25,223.0,88.25,108.5,9' 0.5'',30.5,35.0,11.05,3.31,7333,15,32,880,.587,.583,1.000,.678,11.8,6.3,1.7,0.7,2.5,4.6,,719,3,239.66666666666666
136,2006,Craig Smith,PF,36,77.5,259.0,81.5,103.5,8' 7.5'',30.0,29.5,11.59,3.4,8735,36,36,1305,.573,.587,.083,.643,17.6,9.4,3.0,1.2,0.8,6.7,,6824,6,1137.3333333333333
137,2006,Tyrus Thomas,PF-SF,4,79.25,217.0,87.0,108.0,9' 0'',34.0,39.5,11.36,3.2,7557,4,32,829,.608,.606,1.000,.657,12.3,9.2,1.3,1.0,3.1,7.3,,7942,8,992.75
138,2006,Marcus Williams,PG,22,74.0,215.0,79.0,97.5,8' 1.5'',24.5,28.0,11.3,3.4,8028,22,23,767,.407,.410,.400,.862,12.3,3.9,8.6,0.9,0.2,3.1,,3106,4,776.5
139,2006,Marcus Williams,PG,22,74.0,215.0,79.0,97.5,8' 1.5'',24.5,28.0,11.3,3.4,8028,22,23,767,.407,.410,.400,.862,12.3,3.9,8.6,0.9,0.2,3.1,,39,2,19.5
140,2006,Shawne Williams,SF-PF,17,79.25,227.0,87.0,104.0,8' 8'',32.0,31.0,10.69,3.3,7376,17,36,1002,.416,.489,.312,.786,13.2,6.2,1.9,1.4,1.4,5.3,,5385,7,769.2857142857143
141,2006,Shelden Williams,PF-C,5,79.5,258.0,88.25,104.0,8' 8'',29.0,33.5,11.53,3.59,8716,5,36,1198,.578,.582,.333,.744,18.8,10.7,1.1,1.7,3.8,9.1,,5555,6,925.8333333333334
142,2007,Corey Brewer,SF-SG,7,78.0,185.0,80.25,103.0,8' 7'',30.5,36.5,11.69,3.22,7760,7,37,1053,.475,.544,.336,.723,13.2,4.7,2.9,1.9,0.4,5.1,,18788,13,1445.2307692307693
143,2007,Mike Conley,PG,4,71.0,175.0,77.75,94.5,7' 10.5'',35.5,40.5,11.63,3.09,7611,4,39,1231,.518,.579,.304,.694,11.3,3.4,6.1,2.2,0.3,6.1,,30601,15,2040.0666666666666
144,2007,Daequan Cook,SG,21,75.0,203.0,80.25,101.5,8' 5.5'',30.0,34.5,11.12,3.22,7448,21,39,770,.445,.465,.415,.697,9.8,4.3,1.0,0.7,0.3,3.5,,5997,6,999.5
145,2007,Javaris Crittenton,PG,19,75.0,194.0,77.5,98.0,8' 2'',32.5,38.0,11.6,3.32,7691,19,32,1003,.450,.488,.356,.783,14.4,3.7,5.8,2.0,0.1,3.6,,1854,2,927.0
146,2007,Jermareo Davidson,PF,36,81.0,230.0,88.0,109.5,9' 1.5'',27.0,30.0,12.63,3.53,8740,36,30,968,.407,.414,.250,.775,14.0,8.2,1.5,0.8,2.3,2.7,,434,2,217.0
147,2007,Jared Dudley,SF,22,77.0,219.0,79.0,102.0,8' 6'',28.0,32.0,11.32,3.45,8250,22,30,1152,.562,.602,.443,.743,19.0,8.3,3.0,1.4,0.3,5.8,,20125,14,1437.5
148,2007,Kevin Durant,SF-PF,2,81.0,215.0,88.75,110.0,9' 2'',26.0,33.5,12.33,3.45,7234,2,35,1255,.473,.505,.404,.816,25.8,11.1,1.3,1.9,1.9,8.8,,34518,14,2465.5714285714284
149,2007,Aaron Gray,C,49,84.0,271.0,87.25,108.5,9' 0.5'',27.0,32.5,12.07,3.7,8762,49,36,1016,.565,.565,0,.548,13.9,9.5,1.7,0.4,1.7,6.8,,3838,7,548.2857142857143
150,2007,Jeff Green,SF,5,79.0,228.0,85.25,103.0,8' 7'',33.5,38.0,12.0,3.34,7933,5,37,1232,.513,.559,.375,.775,14.3,6.4,3.2,0.8,1.2,6.3,,30466,14,2176.1428571428573
151,2007,Taurean Green,PG,52,71.0,173.0,74.25,96.0,8' 0'',29.0,32.5,11.3,3.26,8023,52,40,1328,.444,.497,.406,.849,13.3,2.4,3.7,1.1,0.0,5.3,,73,1,73.0
152,2007,Herbert Hill,C,55,79.0,232.0,86.25,108.5,9' 0.5'',30.5,34.0,12.31,3.39,8696,55,31,990,.640,.642,.000,.602,18.1,8.8,1.5,1.0,2.9,6.3,,0,0,
153,2007,Al Horford,PF,3,80.0,246.0,84.75,107.0,8' 11'',31.0,35.5,12.15,3.37,7848,3,38,1057,.608,.612,.000,.644,13.2,9.5,2.2,0.7,1.8,7.5,,30606,15,2040.4
154,2007,Carl Landry,PF,31,79.0,248.0,83.0,102.5,8' 6.5'',31.5,36.5,11.35,3.29,9049,31,34,1035,.597,.618,.211,.726,18.9,7.3,1.2,1.2,0.9,8.4,,11527,9,1280.7777777777778
155,2007,Carl Landry,PF,31,79.0,248.0,83.0,102.5,8' 6.5'',31.5,36.5,11.35,3.29,9049,31,27,652,.418,.425,.375,.714,7.1,3.6,1.6,0.9,0.0,0.8,,11527,9,1280.7777777777778
156,2007,Stephane Lasme,PF,46,77.0,213.0,86.0,107.0,8' 11'',29.5,36.0,11.73,3.22,9502,46,33,1010,.611,.611,0,.622,13.5,9.5,0.8,0.9,5.1,7.5,,303,1,303.0
157,2007,Acie Law,PG,11,74.0,186.0,78.5,98.0,8' 2'',29.0,34.0,11.0,3.22,8085,11,34,1153,.500,.510,.458,.778,18.1,3.3,5.0,1.1,0.0,5.9,,2383,4,595.75
158,2007,Dominic McGuire,SF,47,79.0,220.0,82.5,104.0,8' 8'',28.5,34.5,10.95,3.25,8350,47,32,1054,.471,.516,.299,.586,13.5,9.8,3.3,0.9,3.6,5.8,,5352,6,892.0
159,2007,Josh McRoberts,PF,37,80.0,240.0,85.0,106.5,8' 10.5'',27.5,31.5,11.7,3.47,7388,37,33,1164,.502,.523,.217,.664,13.0,7.9,3.5,1.2,2.5,6.0,,8286,11,753.2727272727273
160,2007,Demetris Nichols,SF,53,78.0,211.0,84.25,105.0,8' 9'',28.5,32.5,10.39,3.38,8669,53,35,1217,.447,.475,.417,.850,18.9,5.4,1.5,1.4,1.1,5.9,,62,2,31.0
161,2007,Joakim Noah,PF,9,82.0,223.0,85.25,106.5,8' 10.5'',32.5,37.5,11.79,3.47,8115,9,40,1034,.607,.606,1.000,.663,12.0,8.4,2.3,1.1,1.8,7.7,,18636,13,1433.5384615384614
162,2007,Greg Oden,C,1,83.0,257.0,88.25,112.0,9' 4'',32.0,34.0,11.67,3.27,6987,1,32,925,.616,.616,0,.628,15.7,9.6,0.7,0.6,3.3,8.2,,2025,3,675.0
163,2007,Chris Richard,PF,41,79.0,252.0,88.5,110.5,9' 2.5'',26.5,30.5,11.39,3.29,8780,41,40,735,.690,.690,0,.627,6.2,3.7,0.4,0.3,0.3,3.4,,778,2,389.0
164,2007,Ramon Sessions,PG,56,74.0,185.0,76.25,97.5,8' 1.5'',29.5,33.5,11.65,3.27,7796,56,34,1028,.452,.465,.380,.825,12.3,4.7,4.7,0.9,0.2,3.4,,16113,11,1464.8181818181818
165,2007,Jason Smith,PF,20,82.75,233.0,82.75,106.0,8' 10'',33.5,37.5,10.96,3.29,7757,20,30,905,.579,.585,.000,.770,16.8,10.1,1.9,0.5,1.6,4.7,,10026,11,911.4545454545455
166,2007,Rodney Stuckey,SG-PG,15,75.75,207.0,79.25,100.5,8' 4.5'',30.5,35.0,11.34,3.11,7806,15,29,965,.453,.541,.267,.846,24.6,4.7,5.5,2.4,0.3,3.6,,17890,10,1789.0
167,2007,Al Thornton,SF,14,77.75,221.0,85.0,104.0,8' 8'',35.0,41.0,11.96,3.16,9127,14,35,1092,.530,.549,.444,.790,19.7,7.2,0.7,1.5,1.1,6.6,,8281,4,2070.25
168,2007,Julian Wright,SF-PF,13,78.5,211.0,86.25,108.0,9' 0'',28.5,33.5,11.48,3.36,7470,13,38,1048,.549,.562,.231,.613,12.0,7.8,2.2,1.4,1.3,6.6,,3056,4,764.0
169,2007,Brandan Wright,PF,8,80.75,200.0,87.75,108.5,9' 0.5'',30.5,35.5,11.76,3.31,7605,8,37,1013,.646,.646,0,.567,14.7,6.2,1.0,1.0,1.8,7.6,,6956,10,695.6
170,2007,Thaddeus Young,SF,12,77.75,210.0,83.5,106.0,8' 10'',34.5,37.0,11.06,3.19,7136,12,31,917,.478,.498,.419,.743,14.4,4.9,2.0,1.3,0.4,3.3,,31786,15,2119.0666666666666
171,2008,Joe Alexander,SF-PF,8,79.25,220.0,83.5,106.0,8' 10'',32.5,38.5,11.33,2.99,8416,8,36,1137,.462,.480,.268,.814,16.9,6.4,2.4,0.7,1.5,6.1,,745,2,372.5
172,2008,Darrell Arthur,PF,27,79.5,216.0,82.75,107.0,8' 11'',28.5,30.0,12.18,3.14,7415,27,40,989,.543,.555,.167,.702,12.8,6.3,0.8,0.5,1.3,5.8,,8948,9,994.2222222222222
173,2008,D.J. Augustin,PG,9,70.0,171.5,75.5,94.5,7' 10.5'',28.5,35.0,11.27,3.07,8005,9,38,1417,.439,.471,.381,.783,19.2,2.9,5.8,1.2,0.0,6.0,,22855,14,1632.5
174,2008,Michael Beasley,PF-SF,2,79.0,239.0,84.25,107.0,8' 11'',30.0,35.0,11.06,3.24,6974,2,33,1041,.532,.562,.379,.774,26.2,12.4,1.2,1.3,1.6,10.7,,13902,11,1263.8181818181818
175,2008,Joe Crawford,SG,58,75.0,213.0,77.75,99.5,8' 3.5'',31.0,36.0,11.67,3.22,8227,58,30,1009,.469,.548,.364,.762,17.9,3.6,2.1,0.6,0.2,3.7,,23,1,23.0
176,2008,Joey Dorsey,PF-C,33,78.25,265.0,85.75,107.0,8' 11'',27.5,33.0,11.84,3.2,9501,33,38,958,.647,.647,0,.378,6.9,9.5,0.5,1.1,1.9,7.5,,1494,4,373.5
177,2008,Eric Gordon,SG,7,74.0,222.0,81.0,99.0,8' 3'',32.0,40.0,10.81,3.01,7685,7,32,1110,.433,.525,.337,.834,20.9,3.3,2.4,1.3,0.6,6.0,,24266,14,1733.2857142857142
178,2008,Donte Greene,SF-PF,28,80.25,221.0,82.0,108.0,9' 0'',27.5,31.5,11.21,3.2,7381,28,35,1253,.418,.492,.345,.707,17.7,7.2,2.0,1.3,1.6,3.9,,4259,4,1064.75
179,2008,George Hill,PG,26,73.25,181.0,81.0,97.5,8' 1.5'',34.0,37.5,12.2,3.07,8184,26,32,1179,.545,.580,.450,.812,21.5,6.8,4.3,1.8,0.4,7.8,,23671,14,1690.7857142857142
180,2008,Darnell Jackson,PF,52,79.0,240.5,83.25,106.5,8' 10.5'',27.0,31.0,11.75,3.26,8732,52,40,971,.626,.633,.333,.691,11.2,6.7,1.1,0.8,0.5,6.3,,1036,3,345.3333333333333
181,2008,DeAndre Jordan,C,35,81.75,250.0,90.0,113.5,9' 5.5'',26.0,30.5,12.3,3.27,7531,35,35,703,.617,.617,0,.437,7.9,6.0,0.4,0.2,1.3,4.4,,26186,14,1870.4285714285713
182,2008,Sasha Kaun,C-PF,56,81.0,247.0,88.0,110.0,9' 2'',29.0,32.0,12.06,3.2,8553,56,40,707,.619,.619,0,.541,7.1,3.9,0.3,0.4,1.2,4.3,,94,1,94.0
183,2008,JaVale McGee,C-PF,18,83.0,241.0,90.0,114.5,9' 6.5'',27.0,32.5,12.75,3.25,7349,18,33,902,.529,.556,.333,.525,14.1,7.3,0.6,0.8,2.8,4.0,,13977,14,998.3571428571429
184,2008,Anthony Randolph,PF-SF,14,81.0,197.0,87.0,109.0,9' 1'',29.0,35.0,11.86,3.26,7160,14,31,1016,.464,.483,.105,.693,15.6,8.5,1.2,1.1,2.3,3.5,,3838,6,639.6666666666666
185,2008,Derrick Rose,PG,1,73.5,196.0,80.0,98.5,8' 2.5'',34.5,40.0,11.69,3.05,7604,1,40,1168,.477,.521,.337,.712,14.9,4.5,4.7,1.2,0.4,6.6,,21323,13,1640.2307692307693
186,2008,Sonny Weems,SG-SF,39,76.0,193.0,82.0,104.0,8' 8'',29.0,36.5,10.58,2.96,8248,39,34,1067,.464,.513,.370,.803,15.0,4.5,2.6,1.3,0.2,3.8,,3338,4,834.5
187,2009,DeJuan Blair,PF,37,77.25,276.6,86.0,106.5,8' 10.5'',26.0,33.0,11.5,3.45,7442,37,35,955,.593,.593,0,.605,15.7,12.3,1.2,1.5,1.0,8.2,,7057,7,1008.1428571428571
188,2009,Derrick Brown,SF-PF,40,79.5,224.6,86.5,107.5,8' 11.5'',30.5,35.5,11.26,3.13,8308,40,35,1033,.504,.530,.433,.741,13.7,6.1,1.9,0.7,0.9,5.6,,2554,3,851.3333333333334
189,2009,Earl Clark,SF-PF,14,80.5,228.4,86.5,109.5,9' 1.5'',28.5,33.0,11.17,3.35,7712,14,37,1269,.457,.493,.326,.647,14.2,8.7,3.2,1.0,1.4,5.8,,3634,6,605.6666666666666
190,2009,Dante Cunningham,PF,33,79.0,227.4,83.0,106.5,8' 10.5'',28.0,35.0,11.18,3.26,8172,33,38,1199,.525,.527,.000,.697,16.1,7.5,1.2,1.2,1.2,6.3,,14870,10,1487.0
191,2009,Stephen Curry,PG-SG,7,74.0,181.0,75.5,97.0,8' 1'',29.5,35.5,11.07,3.28,7769,7,34,1145,.454,.519,.387,.876,28.6,4.4,5.6,2.5,0.2,9.9,,28358,13,2181.3846153846152
192,2009,Austin Daye,SF-PF,15,81.75,191.8,86.75,110.0,9' 2'',25.0,28.0,12.11,3.55,7850,15,34,895,.477,.494,.429,.706,12.7,6.8,1.1,0.7,2.1,5.7,,4129,6,688.1666666666666
193,2009,Toney Douglas,PG,29,73.0,183.4,78.0,97.5,8' 1.5'',28.0,32.5,10.63,3.03,8501,29,35,1279,.446,.489,.385,.810,21.5,3.9,2.9,1.8,0.4,6.3,,7523,8,940.375
194,2009,Wayne Ellington,SG,28,76.25,202.4,78.5,100.0,8' 4'',31.5,38.0,11.14,3.2,8389,28,38,1155,.483,.539,.417,.777,15.8,4.9,2.7,0.9,0.2,5.5,,16104,13,1238.7692307692307
195,2009,Tyreke Evans,PG-SG,4,76.0,220.6,83.25,104.0,8' 8'',28.5,34.0,11.81,3.17,7589,4,37,1072,.455,.514,.274,.711,17.1,5.4,3.9,2.1,0.8,7.2,,18245,10,1824.5
196,2009,Jonny Flynn,PG,6,71.25,195.6,76.0,95.5,7' 11.5'',33.0,40.0,10.86,3.23,7366,6,38,1418,.460,.521,.317,.786,17.4,2.7,6.7,1.4,0.2,4.9,,3744,3,1248.0
197,2009,Danny Green,SG-SF,46,77.25,208.0,82.0,103.0,8' 7'',29.0,33.0,11.3,3.3,8232,46,38,1040,.471,.517,.418,.852,13.1,4.7,2.7,1.8,1.3,6.3,,20751,13,1596.2307692307693
198,2009,Blake Griffin,PF,1,80.5,248.4,83.25,105.0,8' 9'',32.0,35.5,10.95,3.28,7406,1,35,1165,.654,.659,.375,.590,22.7,14.4,2.3,1.1,1.2,9.7,,23810,12,1984.1666666666667
199,2009,Tyler Hansbrough,PF,13,80.25,234.2,83.5,106.0,8' 10'',27.5,34.0,11.12,3.27,9093,13,34,1029,.514,.521,.391,.841,20.7,8.1,1.0,1.2,0.4,6.7,,7241,7,1034.4285714285713
200,2009,Gerald Henderson,SG-SF,12,76.0,214.6,82.25,102.5,8' 6.5'',31.5,35.0,11.17,3.14,8399,12,37,1098,.450,.490,.336,.761,16.5,4.9,2.5,1.2,0.8,5.5,,18862,13,1450.923076923077
201,2009,Gerald Henderson,SG-SF,12,76.0,214.6,82.25,102.5,8' 6.5'',31.5,35.0,11.17,3.14,8399,12,37,1098,.450,.490,.336,.761,16.5,4.9,2.5,1.2,0.8,5.5,,13870,8,1733.75
202,2009,James Johnson,SF-PF,16,79.0,257.2,84.75,105.5,8' 9.5'',30.5,35.0,11.21,3.23,8110,16,31,946,.542,.598,.319,.697,15.0,8.5,2.0,1.4,1.5,5.3,,15316,13,1178.1538461538462
203,2009,James Johnson,SF-PF,16,79.0,257.2,84.75,105.5,8' 9.5'',30.5,35.0,11.21,3.23,8110,16,31,1009,.359,.373,.321,.798,9.8,3.7,4.1,1.5,0.1,1.5,,15316,13,1178.1538461538462
204,2009,Ty Lawson,PG,18,71.25,196.6,72.75,94.5,7' 10.5'',29.0,36.5,10.98,3.12,8363,18,35,1048,.532,.560,.472,.798,16.6,3.0,6.6,2.1,0.1,6.9,,16101,8,2012.625
205,2009,Eric Maynor,PG,20,74.25,163.6,74.5,97.0,8' 1'',28.5,31.5,10.78,3.19,8221,20,34,1206,.463,.516,.361,.815,22.4,3.6,6.2,1.7,0.2,6.9,,3891,5,778.2
206,2009,Jodie Meeks,SG,41,75.0,211.4,76.5,98.0,8' 2'',28.5,37.0,10.96,3.1,8291,41,36,1237,.463,.521,.406,.902,23.7,3.4,1.8,1.3,0.1,7.4,,12111,10,1211.1
207,2009,Byron Mullens,C,24,83.75,258.2,85.5,111.0,9' 3'',28.5,32.5,11.1,3.45,7374,24,33,671,.638,.642,.000,.559,8.8,4.7,0.3,0.5,1.1,3.3,,3451,5,690.2
208,2009,DaJuan Summers,SF,35,79.25,243.0,84.75,106.5,8' 10.5'',29.5,34.5,10.94,3.17,7719,35,31,910,.474,.552,.385,.713,13.6,4.1,1.3,1.1,0.7,4.0,,818,4,204.5
209,2009,Jermaine Taylor,SG,32,75.5,207.4,80.75,101.0,8' 5'',34.0,37.5,11.54,3.32,8763,32,31,989,.480,.551,.376,.812,26.2,5.2,1.9,1.3,0.8,6.2,,783,2,391.5
210,2009,Jeff Teague,PG,19,72.25,175.2,79.5,98.5,8' 2.5'',30.5,36.5,11.05,3.18,7855,19,31,991,.485,.502,.441,.817,18.8,3.3,3.5,1.9,0.6,5.6,,22177,12,1848.0833333333333
211,2009,Marcus Thornton,SG,43,74.75,194.4,77.0,99.0,8' 3'',31.0,33.0,10.73,3.28,8215,43,35,1116,.472,.522,.388,.745,21.1,5.5,2.1,1.6,0.4,6.6,,11302,8,1412.75
212,2009,Terrence Williams,SG-SF,11,77.0,213.2,81.0,103.5,8' 7.5'',30.5,37.0,11.15,3.18,8238,11,37,1266,.431,.459,.385,.581,12.5,8.6,5.0,2.3,0.8,6.2,,2918,4,729.5
213,2009,Sam Young,SF-SG,36,77.25,222.8,82.75,105.5,8' 9.5'',27.5,33.0,11.47,3.45,8941,36,36,1146,.502,.552,.372,.740,19.2,6.3,1.1,1.0,0.8,6.9,,3961,4,990.25
214,2010,Solomon Alabi,C,50,83.5,237.4,89.0,113.0,9' 5'',22.5,26.0,13.2,3.68,8141,50,32,820,.534,.534,0,.794,11.7,6.2,0.5,0.6,2.3,4.3,,183,2,91.5
215,2010,Cole Aldrich,C,11,81.0,236.0,88.75,111.5,9' 3.5'',23.0,28.0,11.48,3.35,8361,11,36,963,.562,.562,0,.679,11.3,9.8,0.9,0.8,3.5,5.9,,3397,8,424.625
216,2010,Al-Farouq Aminu,SF,8,79.25,216.0,87.25,108.5,9' 0.5'',27.0,33.5,11.29,3.3,7591,8,31,970,.447,.484,.273,.698,15.8,10.7,1.3,1.4,1.4,4.3,,17709,11,1609.909090909091
217,2010,James Anderson,SF,20,76.75,207.6,80.5,104.0,8' 8'',30.0,35.5,11.86,3.19,7780,20,33,1124,.457,.549,.341,.810,22.3,5.8,2.4,1.4,0.6,6.9,,4320,5,864.0
218,2010,James Anderson,SF,20,76.75,207.6,80.5,104.0,8' 8'',30.0,35.5,11.86,3.19,7780,20,29,106,.480,.480,0,.667,1.2,1.0,0.1,0.1,0.2,0.5,,4320,5,864.0
219,2010,Luke Babbitt,SF-PF,16,79.5,217.8,83.25,104.5,8' 8.5'',29.5,37.5,10.98,3.4,7865,16,34,1260,.500,.521,.416,.917,21.9,8.9,2.1,1.0,0.8,6.7,,5334,8,666.75
220,2010,Trevor Booker,PF,23,78.25,235.8,81.75,106.0,8' 10'',31.0,36.0,11.15,3.1,8750,23,32,984,.521,.547,.265,.591,15.2,8.4,2.5,1.3,1.4,5.5,,10877,8,1359.625
221,2010,Craig Brackins,PF-SF,21,80.5,229.0,84.0,109.0,9' 1'',26.0,35.0,11.65,3.39,8704,21,32,1124,.420,.446,.310,.760,16.5,8.5,2.2,0.8,1.2,4.0,,121,2,60.5
222,2010,Avery Bradley,SG-PG,19,74.0,180.4,79.25,98.5,8' 2.5'',31.5,37.5,11.47,3.14,7656,19,34,1003,.432,.457,.375,.545,11.6,2.9,2.1,1.3,0.5,3.2,,18154,12,1512.8333333333333
223,2010,Derrick Caracter,PF,58,80.25,280.0,84.25,107.5,8' 11.5'',25.0,30.5,12.78,3.61,8184,58,27,720,.567,.585,.267,.672,14.1,8.1,1.1,1.0,0.9,3.4,,213,1,213.0
224,2010,DeMarcus Cousins,C,5,81.5,291.8,89.75,113.0,9' 5'',23.5,27.5,11.4,3.55,7553,5,38,893,.558,.565,.167,.604,15.1,9.8,1.0,1.0,1.8,6.5,,19511,11,1773.7272727272727
225,2010,Jordan Crawford,SG,27,75.0,198.4,79.0,101.0,8' 5'',31.5,34.5,11.03,3.37,8353,27,35,1147,.462,.501,.391,.773,20.5,4.7,2.9,1.3,0.2,5.9,,6846,6,1141.0
226,2010,Ed Davis,PF,13,81.0,226.6,84.0,108.0,9' 0'',31.0,36.0,11.7,3.21,7850,13,23,641,.578,.578,0,.659,13.4,9.6,1.0,0.4,2.8,3.1,,13748,12,1145.6666666666667
227,2010,Devin Ebanks,SF,43,79.0,207.8,84.25,107.5,8' 11.5'',23.5,32.0,11.69,3.44,7993,43,34,1161,.457,.495,.100,.770,12.0,8.1,2.4,1.1,0.7,4.6,,706,3,235.33333333333334
228,2010,Derrick Favors,PF,3,80.75,245.2,88.0,110.0,9' 2'',31.5,35.5,11.74,3.25,7160,3,36,989,.611,.613,.000,.629,12.4,8.4,1.0,0.9,2.1,4.8,,19215,12,1601.25
229,2010,Luke Harangody,PF,52,78.0,240.2,81.5,106.0,8' 10'',24.0,28.5,11.83,3.41,8062,52,30,989,.481,.514,.309,.787,21.8,9.1,1.6,0.5,0.7,5.1,,867,2,433.5
230,2010,Lazar Hayward,SG-SF,30,76.5,225.8,84.75,102.0,8' 6'',31.0,36.0,10.87,3.31,9116,30,34,1097,.432,.479,.349,.843,18.1,7.5,1.5,1.9,0.5,5.4,,591,3,197.0
231,2010,Gordon Hayward,SF,9,78.75,211.0,79.75,103.0,8' 7'',30.5,34.5,11.73,3.22,7413,9,37,1239,.464,.592,.294,.829,15.5,8.2,1.7,1.1,0.8,6.9,,22844,12,1903.6666666666667
